vessel_type,dwt,engine_power_kw,speed_knots,distance_nm,cargo_load_pct,weather_beaufort,draft_meters,fuel_type,fuel_consumption_tons,co2_emissions_tons,sox_emissions_tons,nox_emissions_tons,operational_cost_usd
Container,112601.73,22564.33,19.04,3456.44,98.29,3,14.82,Methanol,849.45,1141.03,0.0,13.52,253561.53
Bulk Carrier,37952.75,8301.94,13.36,11137.11,41.32,2,11.85,HFO,718.9,2236.85,57.8,144.5,245649.04
Tanker,163540.64,22771.46,16.57,3660.41,69.89,4,13.46,Methanol,895.66,1203.1,0.0,14.26,267355.38
Container,102666.32,26159.22,23.51,3535.51,32.99,4,11.27,LNG,313.18,853.88,0.0,15.22,159816.3
Container,100676.89,32012.07,17.69,1510.45,91.26,5,14.34,VLSFO,575.18,1712.09,11.79,106.12,282990.35
Tanker,90614.02,19698.51,12.38,4754.0,33.74,5,12.24,LNG,682.84,1861.73,0.0,33.19,348451.5
Tanker,164707.12,27179.24,15.47,1467.23,70.33,3,13.6,LNG,367.0,1000.6,0.0,17.84,187278.0
Bulk Carrier,96357.34,12898.02,11.78,5062.91,59.25,4,12.46,VLSFO,805.77,2398.45,16.52,148.66,396437.58
Container,53439.81,21628.85,16.86,3400.92,75.36,3,14.28,Methanol,778.29,1045.43,0.0,12.39,232318.71
Container,52511.5,45616.72,17.57,10612.27,60.99,5,12.96,Ammonia,3878.31,0.0,0.0,72.14,1803415.23
Container,51937.99,44863.41,18.74,3435.89,79.68,3,13.34,LNG,1283.24,3498.7,0.0,62.37,654837.22
Tanker,136926.92,35310.98,16.46,3639.81,76.05,3,13.34,Hydrogen,1304.75,0.0,0.0,0.0,5479944.38
Bulk Carrier,61179.9,17140.48,12.76,11440.33,52.92,5,12.09,VLSFO,2315.97,6893.7,47.48,427.3,1139455.07
Tanker,130393.32,31030.68,14.94,11250.51,60.7,5,13.52,LNG,3387.1,9234.81,0.0,164.61,1728439.52
Bulk Carrier,81944.31,12891.93,12.49,3531.1,51.93,5,13.13,LNG,438.61,1195.85,0.0,21.32,223821.42
Container,120468.86,20841.45,20.38,3425.99,84.26,4,14.69,Ammonia,602.4,0.0,0.0,11.2,280117.57
Bulk Carrier,65065.22,11044.9,15.47,3536.68,32.72,6,11.97,VLSFO,273.63,814.48,5.61,50.48,134624.46
Container,61245.04,48413.44,22.71,3330.09,40.37,2,11.56,Methanol,842.78,1132.06,0.0,13.42,251569.83
Tanker,181859.07,21825.55,14.92,5006.05,50.92,3,12.3,Ammonia,833.45,0.0,0.0,15.5,387552.55
Tanker,178506.48,34983.23,15.5,3440.2,30.32,4,11.56,Ammonia,652.2,0.0,0.0,12.13,303271.78
Bulk Carrier,81645.87,14088.62,14.19,7138.4,73.81,3,13.09,LNG,984.45,2684.05,0.0,47.84,502362.63
Container,54690.46,31204.14,15.78,4834.82,50.51,3,12.17,LNG,956.92,2609.0,0.0,46.51,488315.76
Bulk Carrier,68876.74,17113.23,15.48,3392.67,79.52,3,14.67,LNG,568.19,1549.15,0.0,27.61,289948.61
Bulk Carrier,53721.22,14598.2,15.95,5057.73,89.19,4,15.04,LNG,752.95,2052.89,0.0,36.59,384231.09
Tanker,137009.12,35834.3,15.98,5227.51,32.44,7,11.65,Ammonia,1253.77,0.0,0.0,23.32,583003.57
Container,74463.74,31858.15,16.94,5048.71,74.54,4,13.96,Hydrogen,1535.99,0.0,0.0,0.0,6451167.43
Tanker,196893.47,39213.38,12.05,1484.79,58.94,2,13.19,Hydrogen,593.79,0.0,0.0,0.0,2493903.35
Container,84874.32,24648.99,17.13,11003.56,69.8,3,13.51,Hydrogen,2488.01,0.0,0.0,0.0,10449661.23
Container,87477.41,27168.07,18.25,6987.21,96.22,4,15.27,Ammonia,2044.79,0.0,0.0,38.03,950828.33
Container,83378.56,53371.97,15.39,1521.32,56.23,4,12.68,VLSFO,719.91,2142.9,14.76,132.82,354197.86
Bulk Carrier,44740.38,19713.04,14.19,10775.28,51.87,4,13.03,VLSFO,1982.0,5899.63,40.63,365.68,975144.91
Bulk Carrier,65521.63,9586.27,14.04,1542.92,96.9,5,14.67,Ammonia,217.46,0.0,0.0,4.04,101119.32
Bulk Carrier,55208.72,11831.44,14.13,6773.58,54.06,4,13.12,VLSFO,729.69,2172.01,14.96,134.63,359009.39
Tanker,82458.38,44195.99,12.59,3541.02,58.43,3,13.41,Ammonia,1515.04,0.0,0.0,28.18,704495.82
Tanker,87639.4,23152.77,13.54,7171.52,76.88,7,13.45,HFO,2512.26,7816.84,201.99,504.96,858438.0
Container,129860.18,23042.91,15.16,1499.59,32.75,4,11.07,LNG,184.77,503.76,0.0,8.98,94286.65
Tanker,171188.92,20418.69,12.91,3637.85,87.74,4,13.92,VLSFO,1048.84,3121.98,21.5,193.51,516030.19
Tanker,106589.47,17984.14,15.26,11385.15,97.64,5,14.9,Methanol,3410.9,4581.69,0.0,54.3,1018152.75
Container,88127.99,23653.15,22.05,11439.11,60.37,4,12.46,Ammonia,1765.94,0.0,0.0,32.85,821164.13
Bulk Carrier,74277.78,22592.54,15.0,4823.26,75.32,3,13.24,HFO,1172.28,3647.52,94.25,235.63,400567.93
Tanker,139808.65,23415.29,12.15,10757.84,86.46,3,14.72,Ammonia,3607.41,0.0,0.0,67.1,1677444.26
Container,70168.35,31296.92,18.3,1493.2,44.44,3,11.9,VLSFO,295.9,880.79,6.07,54.59,145584.9
Container,143811.56,52867.59,17.18,10822.88,50.13,4,12.68,Ammonia,4113.58,0.0,0.0,76.51,1912814.22
Tanker,80010.68,29854.06,14.92,4821.28,60.12,4,13.04,HFO,1431.89,4455.29,115.12,287.81,489276.35
Bulk Carrier,70936.6,10114.31,15.39,6740.89,80.42,7,14.33,HFO,976.14,3037.25,78.48,196.2,333548.14
Bulk Carrier,60862.97,11233.95,13.82,3607.75,65.94,3,13.72,VLSFO,418.62,1246.08,8.58,77.24,205963.29
Tanker,175613.17,36439.95,13.36,6959.16,84.07,2,14.83,Ammonia,3242.75,0.0,0.0,60.32,1507880.09
Container,128356.05,32431.11,23.86,7262.56,65.66,4,13.16,VLSFO,1467.94,4369.47,30.09,270.84,722227.01
Tanker,128864.08,27319.2,13.58,10751.48,53.36,4,13.24,Hydrogen,2769.8,0.0,0.0,0.0,11633176.05
Container,95131.96,25877.38,16.29,1480.98,68.99,4,13.22,VLSFO,362.37,1078.63,7.43,66.86,178286.4
Bulk Carrier,38534.23,20148.62,13.95,4860.41,90.89,3,14.52,HFO,1286.34,4002.42,103.42,258.55,439541.72
Bulk Carrier,34851.06,11906.41,11.94,10981.58,64.56,4,13.48,Hydrogen,1511.58,0.0,0.0,0.0,6348624.71
Tanker,173587.06,37705.38,16.91,11214.82,95.63,2,14.43,VLSFO,4226.14,12579.54,86.64,779.72,2079262.92
Bulk Carrier,88114.28,21666.55,12.19,4842.47,84.82,4,14.49,VLSFO,1673.7,4981.95,34.31,308.8,823462.17
Tanker,197733.36,21243.36,16.41,6791.39,62.99,3,13.75,Methanol,1370.18,1840.49,0.0,21.81,408998.58
Tanker,122842.65,22338.1,14.08,3594.33,46.68,6,11.73,HFO,762.74,2373.25,61.32,153.31,260628.49
Tanker,103696.49,17746.1,15.05,3329.32,94.3,3,15.37,HFO,755.29,2350.07,60.73,151.81,258083.15
Tanker,116750.69,31520.93,13.92,10914.95,79.67,5,13.64,LNG,4115.1,11219.64,0.0,199.99,2099933.02
Container,133889.19,40477.76,16.56,1537.46,56.66,4,12.34,Ammonia,531.92,0.0,0.0,9.89,247344.89
Container,68940.68,22774.38,14.2,1460.82,60.85,3,12.56,HFO,301.39,937.76,24.23,60.58,102984.39
Bulk Carrier,68562.95,20294.98,11.31,6779.26,75.04,5,13.51,Hydrogen,2153.61,0.0,0.0,0.0,9045145.23
Container,148368.27,26501.9,23.19,5028.56,87.15,8,14.73,LNG,1184.62,3229.83,0.0,57.57,604513.1
Container,53331.03,28680.49,22.13,3611.96,83.44,3,14.3,HFO,852.71,2653.18,68.56,171.39,291370.04
Tanker,132446.45,38224.54,14.81,1447.69,70.45,5,13.31,VLSFO,685.92,2041.72,14.06,126.55,337474.97
Bulk Carrier,69739.6,20411.81,15.57,6870.76,39.58,3,12.44,Ammonia,842.18,0.0,0.0,15.66,391614.39
Tanker,149375.39,21762.37,12.65,10946.43,83.39,5,14.79,Ammonia,3320.31,0.0,0.0,61.76,1543944.47
Container,83902.01,56628.28,22.01,1461.66,74.31,4,14.37,LNG,561.18,1530.02,0.0,27.27,286367.72
Tanker,92413.87,18051.54,15.19,11057.8,50.38,4,12.11,VLSFO,1749.35,5207.11,35.86,322.75,860678.77
Container,50304.8,32925.12,22.47,11271.75,32.79,3,11.63,Hydrogen,1510.8,0.0,0.0,0.0,6345349.87
Container,88839.78,57923.73,22.02,1441.85,88.14,3,14.99,VLSFO,717.87,2136.81,14.72,132.45,353190.92
Container,109867.86,55671.74,21.48,11153.65,52.22,3,13.18,VLSFO,3838.38,11425.32,78.69,708.18,1888482.42
Tanker,166048.47,30172.8,16.28,4896.23,50.47,4,12.14,Ammonia,1108.14,0.0,0.0,20.61,515286.47
Container,136238.54,29637.21,22.14,4913.53,80.96,5,13.84,VLSFO,1333.19,3968.38,27.33,245.97,655930.54
Bulk Carrier,87102.28,12253.03,15.51,3398.73,31.13,6,11.18,Hydrogen,276.24,0.0,0.0,0.0,1160211.32
Tanker,191950.79,26555.31,15.95,10975.23,58.01,5,12.48,Methanol,2900.61,3896.24,0.0,46.18,865831.14
Tanker,139234.68,19117.86,14.78,1485.08,39.24,5,12.03,Hydrogen,204.19,0.0,0.0,0.0,857597.41
Tanker,138932.21,37746.12,14.56,6696.99,77.91,4,14.57,LNG,2861.95,7803.0,0.0,139.09,1460455.36
Tanker,112991.77,20262.61,12.77,5173.31,69.76,3,13.32,LNG,1149.61,3134.36,0.0,55.87,586644.16
Container,106434.14,32088.45,22.41,10729.05,80.75,4,14.53,HFO,2737.94,8519.05,220.13,550.33,935555.1
Tanker,158785.44,27039.21,13.24,5139.89,58.06,4,13.45,LNG,1275.67,3478.05,0.0,62.0,650972.53
Container,90236.8,21350.25,18.28,1447.83,38.89,5,12.31,Ammonia,188.61,0.0,0.0,3.51,87705.87
Bulk Carrier,62635.18,12205.79,12.78,1499.28,82.67,2,13.71,Methanol,257.01,345.23,0.0,4.09,76718.88
Tanker,97917.49,25305.44,12.69,1536.09,46.06,4,12.31,HFO,385.29,1198.83,30.98,77.44,131654.22
Bulk Carrier,90710.48,19429.39,15.83,3576.05,87.0,4,14.65,Methanol,949.52,1275.45,0.0,15.12,283433.05
Bulk Carrier,73629.03,9488.85,13.66,11226.82,54.47,5,12.36,HFO,1158.81,3605.61,93.17,232.92,395964.87
Container,89111.1,42563.06,18.79,3628.16,57.67,6,13.19,LNG,1116.8,3044.92,0.0,54.28,569903.88
Bulk Carrier,85213.34,20244.81,15.64,1447.47,75.56,5,14.33,Hydrogen,336.53,0.0,0.0,0.0,1413410.05
Tanker,141377.81,32219.78,16.99,3534.0,48.08,6,12.21,Ammonia,888.83,0.0,0.0,16.53,413305.85
Tanker,149876.33,18717.58,16.97,3637.08,83.21,3,13.7,Ammonia,622.65,0.0,0.0,11.58,289532.11
Tanker,165666.83,23951.1,16.57,4995.78,64.06,4,12.96,Ammonia,1027.81,0.0,0.0,19.12,477930.81
Tanker,152810.81,44278.54,13.87,1459.51,75.25,4,13.44,LNG,712.59,1942.84,0.0,34.63,363633.36
Container,102086.19,24734.88,16.93,3376.47,60.07,4,12.79,Hydrogen,690.79,0.0,0.0,0.0,2901325.64
Bulk Carrier,31678.69,13428.65,13.73,1429.41,86.65,3,14.55,LNG,215.77,588.29,0.0,10.49,110107.74
Tanker,87148.22,29927.26,15.05,3501.95,69.79,5,13.91,LNG,1028.56,2804.32,0.0,49.99,524872.04
Container,124609.29,40585.22,21.06,11003.12,49.37,3,12.38,Methanol,2857.16,3837.89,0.0,45.49,852863.56
Bulk Carrier,52046.08,12127.17,13.33,7041.06,95.47,1,14.48,HFO,1235.68,3844.8,99.35,248.37,422232.23
Container,78604.5,20933.91,23.49,1433.42,45.25,5,11.98,Hydrogen,154.57,0.0,0.0,0.0,649186.63
Bulk Carrier,36853.53,15623.65,15.69,3416.22,58.51,5,13.38,LNG,422.2,1151.1,0.0,20.52,215446.32
Tanker,162500.63,43610.09,16.01,4821.39,70.23,3,13.35,Methanol,2403.7,3228.77,0.0,38.27,717505.43
Container,109671.71,28473.94,16.47,1483.83,48.56,3,12.7,Methanol,313.88,421.62,0.0,5.0,93692.67
Container,132450.28,46190.77,22.07,10845.49,34.02,6,11.74,Methanol,2674.95,3593.12,0.0,42.59,798471.29
Tanker,84764.8,23690.69,12.66,1451.57,77.02,4,13.37,Hydrogen,447.23,0.0,0.0,0.0,1878350.21
Bulk Carrier,87097.96,16055.04,15.79,1538.04,55.06,4,12.54,Hydrogen,203.98,0.0,0.0,0.0,856734.76
Tanker,168681.82,35992.55,13.78,1447.87,49.29,4,12.7,LNG,443.29,1208.62,0.0,21.54,226212.74
Container,114211.43,23910.19,21.64,3583.32,42.72,5,12.27,Methanol,506.35,680.15,0.0,8.06,151145.23
Container,134036.93,22838.46,14.94,1456.67,55.77,1,12.42,Ammonia,245.47,0.0,0.0,4.57,114143.9
Bulk Carrier,96663.42,15951.51,13.21,11449.5,31.59,3,12.07,Methanol,1398.66,1878.75,0.0,22.27,417499.22
Bulk Carrier,88275.95,18944.03,13.92,1446.95,34.81,5,11.79,Methanol,218.44,293.42,0.0,3.48,65205.4
Container,56078.37,38513.05,20.23,11500.44,93.09,3,14.69,LNG,3646.42,9941.82,0.0,177.22,1860768.94
Container,109183.25,37882.4,17.31,1430.35,89.82,4,15.1,VLSFO,613.48,1826.08,12.58,113.19,301830.91
Tanker,155428.11,26023.95,16.38,1545.1,52.68,5,12.81,Ammonia,345.46,0.0,0.0,6.43,160636.73
Container,117236.61,20071.85,20.95,5030.27,42.54,4,12.06,Methanol,616.99,828.78,0.0,9.82,184172.63
Container,107439.9,28888.43,15.14,6886.64,95.26,5,15.39,Hydrogen,2610.86,0.0,0.0,0.0,10965613.79
Bulk Carrier,60808.48,12519.83,15.38,5042.41,50.26,3,11.95,HFO,483.84,1505.45,38.9,97.25,165327.11
Bulk Carrier,92022.45,17714.69,12.01,3613.91,31.3,4,11.83,Ammonia,452.41,0.0,0.0,8.41,210371.3
Tanker,112239.82,37057.24,13.87,11407.29,97.47,4,14.36,VLSFO,6434.37,19152.53,131.9,1187.14,3165708.05
Container,94865.81,33911.51,14.11,6949.62,80.25,4,14.61,Hydrogen,2790.25,0.0,0.0,0.0,11719041.62
Container,86981.77,26424.5,23.61,10751.05,38.12,2,12.27,LNG,1002.38,2732.95,0.0,48.72,511514.22
Bulk Carrier,33273.47,11190.32,12.17,7056.21,32.39,5,11.49,LNG,578.47,1577.18,0.0,28.11,295194.97
Bulk Carrier,48649.98,17588.99,13.7,7301.08,82.31,7,13.76,HFO,1989.86,6191.41,159.98,399.96,679934.79
Container,58922.72,44279.69,14.66,10910.09,50.26,4,12.37,LNG,3757.34,10244.25,0.0,182.61,1917372.52
Bulk Carrier,61309.9,14905.6,13.02,4829.34,51.66,3,12.03,VLSFO,635.17,1890.64,13.02,117.19,312502.92
Container,142093.01,41546.51,22.54,7198.12,39.51,6,12.11,Methanol,1813.71,2436.26,0.0,28.87,541391.02
Bulk Carrier,50667.93,23017.56,14.61,5163.87,71.18,2,14.1,VLSFO,1238.31,3685.94,25.39,228.47,609246.07
Bulk Carrier,58058.02,12346.76,11.74,1495.99,39.03,3,11.44,Methanol,181.03,243.17,0.0,2.88,54038.35
Container,138270.88,33291.66,20.38,1474.29,55.15,4,12.22,Ammonia,292.7,0.0,0.0,5.44,136104.02
Tanker,190932.96,15159.82,16.01,10758.87,80.72,5,13.72,Methanol,2067.15,2776.7,0.0,32.91,617044.31
Container,96530.44,51784.08,17.64,3523.53,37.08,3,12.34,Hydrogen,901.55,0.0,0.0,0.0,3786509.65
Container,85314.08,50333.8,20.76,7139.15,66.64,3,13.85,LNG,2260.29,6162.6,0.0,109.85,1153427.1
Container,106098.78,36949.84,17.33,11246.33,47.67,3,12.31,Hydrogen,2724.17,0.0,0.0,0.0,11441504.72
Container,86421.6,27558.31,21.2,1489.5,69.66,4,13.33,VLSFO,323.74,963.64,6.64,59.73,159279.94
Bulk Carrier,84114.6,13168.98,12.26,3599.43,77.67,4,14.04,Hydrogen,662.68,0.0,0.0,0.0,2783257.42
Container,97791.81,54823.47,21.71,4971.92,78.48,7,13.82,LNG,2305.84,6286.78,0.0,112.06,1176670.41
Bulk Carrier,64233.05,24102.34,13.47,11296.45,72.79,4,14.26,VLSFO,3282.89,9771.86,67.3,605.69,1615183.28
Bulk Carrier,97338.14,14896.92,15.2,1553.73,61.59,2,13.57,HFO,206.18,641.52,16.58,41.44,70451.12
Bulk Carrier,45016.25,22261.07,11.16,6859.78,87.83,4,13.71,Methanol,2836.43,3810.04,0.0,45.16,846674.65
Bulk Carrier,75536.58,8162.68,14.24,11085.07,85.39,5,14.57,LNG,1163.96,3173.48,0.0,56.57,593966.59
Tanker,84285.57,24820.3,16.01,1519.7,59.63,4,13.33,LNG,304.55,830.35,0.0,14.8,155413.14
Tanker,87387.8,27892.46,14.3,1487.98,46.89,1,12.78,HFO,333.35,1037.22,26.8,67.0,113906.45
Container,123936.46,46519.23,20.19,5046.26,51.48,4,12.06,Methanol,1692.29,2273.16,0.0,26.94,505147.68
Bulk Carrier,55992.81,22508.55,13.35,4757.06,79.53,5,14.39,LNG,1284.07,3500.96,0.0,62.41,655259.05
Container,88148.57,29041.52,18.55,5067.86,48.53,4,12.32,HFO,1006.5,3131.69,80.92,202.31,343919.83
Container,83434.19,56573.95,19.24,1445.64,38.04,1,12.33,LNG,361.34,985.18,0.0,17.56,184391.06
Container,147388.74,53788.2,16.15,1449.92,36.71,2,12.36,Ammonia,403.44,0.0,0.0,7.5,187601.56
Container,78393.95,49348.82,20.1,10683.98,82.17,3,13.98,Ammonia,4531.89,0.0,0.0,84.29,2107330.29
Tanker,160638.91,18988.91,13.56,4904.48,50.43,5,12.72,VLSFO,984.61,2930.78,20.18,181.66,484426.33
Tanker,134611.59,19823.73,16.97,10939.84,57.36,5,12.53,LNG,1610.43,4390.78,0.0,78.27,821804.44
Tanker,153760.72,32707.46,16.49,11467.95,72.87,5,13.52,Ammonia,3859.61,0.0,0.0,71.79,1794717.25
Bulk Carrier,44016.92,13402.47,11.25,3420.38,56.76,2,12.77,Ammonia,502.52,0.0,0.0,9.35,233672.73
Bulk Carrier,47398.85,12030.25,13.3,5092.82,50.63,2,12.41,Hydrogen,509.24,0.0,0.0,0.0,2138792.8
Bulk Carrier,32195.77,12037.98,14.81,4753.09,59.94,4,13.13,LNG,489.06,1333.41,0.0,23.77,249568.36
Tanker,190789.43,34651.4,16.48,3626.77,32.64,7,11.24,HFO,777.8,2420.1,62.53,156.34,265773.38
Container,54536.08,59090.02,19.96,1521.38,91.16,2,14.83,Ammonia,787.53,0.0,0.0,14.65,366199.23
Container,114257.8,27375.62,14.75,6720.43,82.03,3,13.77,VLSFO,2135.07,6355.26,43.77,393.92,1050455.78
Bulk Carrier,44087.94,9619.85,14.73,7062.02,77.34,4,14.08,Methanol,952.91,1279.99,0.0,15.17,284442.49
Container,67447.63,33505.69,14.55,4835.35,54.52,4,12.21,Hydrogen,1521.53,0.0,0.0,0.0,6390428.27
Container,68336.04,41785.46,17.94,3618.12,68.54,1,12.98,Hydrogen,1041.86,0.0,0.0,0.0,4375825.97
Tanker,167162.49,33967.26,12.71,10732.37,41.73,8,11.87,Hydrogen,3663.75,0.0,0.0,0.0,15387744.01
Container,79501.15,45973.11,21.88,11533.39,70.25,1,14.08,Methanol,3825.31,5138.35,0.0,60.9,1141855.9
Tanker,178616.24,41939.29,12.29,1497.27,86.72,3,13.86,VLSFO,881.36,2623.46,18.07,162.61,433629.88
Bulk Carrier,77826.75,21893.65,11.41,4826.75,56.49,3,12.4,Hydrogen,1194.9,0.0,0.0,0.0,5018585.27
Container,139308.54,36483.32,23.78,4891.62,30.17,7,11.19,Hydrogen,735.56,0.0,0.0,0.0,3089332.55
Tanker,143739.02,42702.98,13.58,11475.55,77.03,4,13.98,Methanol,6491.68,8719.95,0.0,103.35,1937765.57
Container,109941.45,52443.89,22.49,1478.61,74.18,5,13.37,LNG,547.16,1491.81,0.0,26.59,279215.72
Tanker,101342.5,23556.1,16.34,1568.01,77.96,4,13.6,VLSFO,366.61,1091.24,7.52,67.64,180370.91
Container,89377.84,27111.69,16.63,7029.76,49.3,5,12.38,HFO,1468.63,4569.62,118.08,295.2,501832.2
Tanker,127154.48,29915.13,14.51,3624.39,60.85,5,12.91,LNG,1006.65,2744.59,0.0,48.92,513692.76
Container,55463.06,21672.75,19.84,10798.25,61.94,5,12.46,Hydrogen,1712.51,0.0,0.0,0.0,7192524.26
Tanker,187937.97,21444.42,13.94,4822.41,42.4,3,12.38,LNG,764.76,2085.08,0.0,37.17,390254.77
Tanker,98853.19,18236.28,13.47,1426.03,57.34,4,12.5,LNG,239.95,654.21,0.0,11.66,122446.57
Container,126500.09,30275.8,23.43,3666.21,66.18,4,12.88,HFO,737.13,2293.57,59.27,148.16,251877.82
Container,118946.55,43901.48,21.71,5070.07,77.58,2,13.79,HFO,1674.76,5210.98,134.65,336.63,572265.46
Container,144458.68,52482.13,15.64,6681.79,57.67,2,13.05,Ammonia,2611.13,0.0,0.0,48.57,1214175.73
Tanker,89709.5,17546.31,14.09,10958.82,49.26,6,12.98,HFO,1888.76,5876.83,151.86,379.64,645387.89
Container,105155.31,24752.81,14.88,6671.79,57.15,3,13.48,Hydrogen,1371.35,0.0,0.0,0.0,5759688.65
Tanker,125770.89,23387.92,16.48,7275.18,94.13,3,14.13,HFO,1951.45,6071.9,156.9,392.24,666810.54
Bulk Carrier,40096.16,12770.4,12.4,1444.59,60.04,5,12.79,Hydrogen,225.41,0.0,0.0,0.0,946736.41
Bulk Carrier,59353.49,19327.67,12.84,11006.97,62.12,3,12.85,Hydrogen,2106.3,0.0,0.0,0.0,8846476.68
Container,106090.9,21278.11,16.33,1428.96,60.1,4,12.39,LNG,252.31,687.91,0.0,12.26,128752.45
Container,113893.81,21303.01,14.62,10575.76,91.29,6,13.96,HFO,3332.63,10369.41,267.94,669.86,1138759.76
Bulk Carrier,91428.65,20430.1,14.44,6953.56,75.68,3,14.47,Ammonia,1492.39,0.0,0.0,27.76,693959.92
Container,121898.56,48479.61,18.69,11044.19,67.91,3,13.38,LNG,3757.33,10244.2,0.0,182.61,1917363.99
Bulk Carrier,81572.58,15902.31,14.93,11228.89,77.76,5,13.81,VLSFO,2247.89,6691.07,46.08,414.74,1105962.03
Tanker,179275.05,24998.12,12.8,3340.43,90.66,4,14.67,Hydrogen,1243.12,0.0,0.0,0.0,5221094.14
Container,110549.1,22986.92,20.98,3512.22,33.23,3,12.22,Methanol,374.59,503.17,0.0,5.96,111815.66
Tanker,188376.29,25936.85,15.79,7073.53,90.79,4,14.33,LNG,1968.86,5368.01,0.0,95.69,1004708.45
Bulk Carrier,41733.83,16605.59,13.43,3389.93,88.71,4,15.0,Ammonia,742.04,0.0,0.0,13.8,345046.37
Container,57322.43,51225.72,23.53,1476.1,57.46,5,13.34,HFO,496.32,1544.3,39.9,99.76,169593.68
Bulk Carrier,79415.61,19498.49,15.98,5158.24,39.62,3,11.74,VLSFO,650.53,1936.38,13.34,120.02,320063.18
Container,86913.01,39409.7,15.91,7132.52,70.36,7,13.02,VLSFO,3201.37,9529.2,65.63,590.65,1575074.15
Container,136520.13,47071.6,16.4,11174.95,58.09,4,13.21,HFO,4566.59,14208.86,367.15,917.89,1560404.55
Container,52234.38,34558.99,23.27,5065.48,34.23,5,12.26,HFO,720.21,2240.91,57.9,144.76,246094.4
Bulk Carrier,47589.31,17409.55,13.57,3469.17,67.64,3,12.8,Ammonia,638.62,0.0,0.0,11.88,296959.86
Bulk Carrier,96656.17,12363.11,14.45,4918.03,89.85,5,15.14,Hydrogen,821.13,0.0,0.0,0.0,3448742.99
Bulk Carrier,57179.36,21132.43,11.94,11450.68,37.59,4,11.86,Ammonia,2082.27,0.0,0.0,38.73,968255.94
Tanker,140666.5,37762.5,15.19,3351.97,31.86,6,11.38,Methanol,936.96,1258.57,0.0,14.92,279682.41
Tanker,102100.84,15392.28,12.35,6937.25,32.77,1,11.43,LNG,649.67,1771.29,0.0,31.57,331524.46
Tanker,94371.1,37099.61,15.8,5213.31,77.09,4,14.05,VLSFO,2219.43,6606.36,45.5,409.49,1091960.05
Bulk Carrier,96946.67,14159.63,11.29,11419.86,92.92,4,15.34,Ammonia,2678.57,0.0,0.0,49.82,1245532.97
Tanker,111020.9,41333.55,12.12,10864.35,84.47,4,13.51,HFO,6637.63,20652.86,533.67,1334.16,2268079.4
Bulk Carrier,92034.24,24558.71,13.03,3632.14,64.51,4,13.23,Hydrogen,1001.56,0.0,0.0,0.0,4206561.68
Bulk Carrier,33486.78,21224.55,14.79,1427.76,57.77,5,12.67,VLSFO,316.83,943.07,6.49,58.45,155879.6
Bulk Carrier,87548.34,16845.43,11.12,4974.67,79.2,5,13.75,Methanol,1510.49,2028.96,0.0,24.05,450880.46
Tanker,133447.91,28588.38,12.02,1524.63,83.56,4,14.35,HFO,623.33,1939.47,50.12,125.29,212990.51
Container,69462.95,35282.32,23.94,6973.42,37.47,3,11.74,VLSFO,1033.23,3075.52,21.18,190.63,508350.89
Bulk Carrier,94305.14,13856.44,14.83,1570.51,68.94,3,13.69,HFO,223.18,694.43,17.94,44.86,76261.98
Container,60018.4,31536.52,23.97,10735.95,75.25,4,13.57,HFO,2506.45,7798.78,201.52,503.8,856455.58
Container,63309.68,30178.84,22.82,3425.76,31.97,4,11.64,LNG,385.88,1052.1,0.0,18.75,196916.9
Bulk Carrier,41925.95,15163.76,13.54,4891.14,62.36,3,13.26,HFO,710.49,2210.68,57.12,142.81,242775.18
Container,90189.38,44989.54,18.8,4823.79,74.23,6,13.57,LNG,1864.52,5083.54,0.0,90.62,951464.4
Tanker,120134.01,29912.03,13.53,1572.15,71.28,6,12.94,HFO,617.33,1920.81,49.63,124.08,210941.39
Tanker,175008.16,36091.22,16.01,7329.17,35.91,5,12.29,HFO,1743.86,5425.97,140.21,350.51,595875.35
Bulk Carrier,31543.52,11472.73,11.35,7251.74,55.66,8,13.11,Hydrogen,1186.63,0.0,0.0,0.0,4983853.94
Tanker,91286.66,37315.51,13.5,3327.63,86.83,5,14.13,Ammonia,1699.89,0.0,0.0,31.62,790449.31
Container,51864.48,51764.04,17.74,7019.73,72.43,4,14.04,LNG,3140.46,8562.35,0.0,152.63,1602578.6
Tanker,148206.74,41039.31,13.7,5128.67,54.97,3,12.83,Methanol,2261.82,3038.19,0.0,36.01,675152.72
Bulk Carrier,57094.09,15511.32,14.24,7342.59,42.76,4,12.56,Methanol,1058.74,1422.16,0.0,16.86,316035.01
Bulk Carrier,71286.24,23111.38,12.57,10782.53,73.48,5,13.55,HFO,3409.08,10607.27,274.09,685.22,1164881.28
Container,52327.35,32810.37,23.98,1451.04,64.88,4,13.7,Ammonia,295.94,0.0,0.0,5.5,137611.91
Bulk Carrier,85441.97,16126.89,12.46,5111.45,93.13,4,14.52,HFO,1336.21,4157.58,107.43,268.58,456581.27
Bulk Carrier,36187.57,15151.62,13.57,11293.08,75.71,4,13.37,VLSFO,2366.71,7044.76,48.52,436.66,1164422.77
Tanker,151275.41,36304.5,16.95,7057.87,49.13,3,13.05,Methanol,2193.41,2946.3,0.0,34.92,654733.47
Container,135102.52,55689.1,18.77,1520.3,79.91,4,14.52,LNG,719.06,1960.48,0.0,34.95,366935.05
